تپکو,6274378166234446
تپکوح,44717433734548029
تپمپی,43062880954780884
تپمپیح,47931755217693300
تراک,8106875813689926
تراکح,70508258744702923
تفیرو,60938976068667707
تفیروح,58999606802857888
تکالا,67612261115225625
تکشا,62258804563636993
تکشاح,66191028275418950
تکمبا,30719054967088301
تکمباح,70480481633645190
تکنو,3654864906585643
تکنوح,21727652065573865
تمحرکه,15826229869421585
تمحرکهح,58349566728384453
تنوین,25357135030606405
تیپیکو,29758477602878557
ثاباد,59612098290740355
ثابادح,34429961038727682
ثاخت,17800036702302776
ثاختح,68798377122760225
ثاژن,22215980602177059
ثاژنح,26257365377629881
ثاصفا,7424617629476020
ثاصفاح,22328556318373924
ثامان,66456062140680461
ثامانح,50193280705263642
ثشاهد,63481599728522324
ثشاهدح,28593434160948209
ثشرق,6043384171800349
ثشرقح,35030544513071961
ثفارس,30852391633490755
ثفارسح,39191249877936167
ثمسکن,3863538898378476
ثمسکنح,28570444064425663
ثملی,8403167990439117
ثنوسا,32845891587040106
ثنوساح,4325911723150569
جم,32357363984168442
جم پیلن,27096851668435724
جمح,39154317701922264
چافست,23936607891892333
چافستح,26972528518663385
چبسپا,68102953053087817
چبسپاح,57715478894469223
چدن,12329519546621752
چفیبر,64358061873294912
چفیبرح,54424603805821073
چکارم,45709267601703167
چکارمح,23525504731363137
چکارن,53113471126689455
چکارنح,32080380326575683
چکاوه,24254843881948059
چکاوهح,5648656842888275
چنوپا,62884523179768200
چنوپاح,9807139177747641
حپترو,16369313804633525
حپتروح,25129304172501430
حتاید,3722699128879020
حتایدح,66234625721697786
حتوکا,22260326095996531
حتوکاح,42892937789646488
حفارس,35424116338766901
حفاری,28809886765682162
حفاریح,43667708360002073
حفجر,60968111020776674
حکشتی,60610861509165508
حکشتیح,14364842601603807
خاذین,42075223783409640
خاذینح,22129017544200
خاهن,7483280423474368
خاهنح,29716513021318095
خاور,67059303301834130
خاورح,726401865204843
خبهمن,26824673819862694
خبهمنح,12964716133621704
خپارس,42354736493447489
خپارسح,25449662823397465
خپویش,4758266259250794
خپویشح,6803271730717705
ختراک,22903901709044823
ختراکح,41858326436945277
ختور,50185721305191887
ختورح,2262715289665960
ختوقا,70289374539527245
ختوقاح,56449205771773651
خچرخش,33783140337377394
خچرخشح,14865390259501860
خراسان,43552974795606067
خریخت,12752224677923341
خریختح,12041217376571987
خرینگ,45895339414786358
خرینگح,26142199530487668
خزامیا,2589887561569709
خزامیاح,38005238879860126
خزر,32821908911812078
خزرح,24734871905109354
خساپا,44891482026867833
خساپاح,590761101519570
خشرق,63915926161403347
خشرقح,36675444072965904
خصدرا,25165947991415904
خصدراح,17184779097179305
خفنر,28033133021443774
خفنرح,61581369333689993
خکار,59217041815333317
خکارح,44678870441030319
خکاوه,51922189364308501
خکاوهح,46052543236360331
خکمک,19257295292088310
خکمکح,1852132120586484
خگستر,48990026850202503
خگسترح,17237314339763699
خلنت,14957056743925737
خلنتح,36110870923892956
خمحرکه,39436183727126211
خمحرکهح,37350268082014292
خمحور,7457232989848872
خمحورح,71186910349639777
خمهر,17330546482145553
خمهرح,50722377181482963
خموتور,57273529732791251
خموتورح,62221150547292335
خنصیر,17834623106317041
خنصیرح,13010835010902276
خودرو,65883838195688438
خودروح,12088545433107773
خوساز,31879190587976736
خوسازح,23552683239901730
دابور,61332057061846617
دابورح,32679348534913643
دارو,67988012428906654
داروح,2501017203331667
داسوه,12387472624849835
داسوهح,11936058301634784
دالبر,60451823714332895
دالبرح,3362850293262749
دامین,50100062518826135
دامینح,41673962293011307
دانا,48511238766369097
داناح,46262771961973371
دپارس,70474983732269112
دتماد,34641719089573667
دتمادح,18154205800023055
دتهران,26114418513020265
دتهرانح,11929836650963758
دجابر,33406621820337161
دجابرح,18079534829579164
ددام,66450490505950110
ددامح,21533807502850906
درازک,22255783119783047
درازکح,38007943162762758
دروز,40262275031537922
دروزح,63452629875913229
دزهراوی,8915450910866216
دزهراویح,48879205486884942
دسبحا,43622578471330344
دسبحاح,51063357877632134
دسبحان,5866848234665627
دسبحانح,36667862403660976
دسینا,11432067920374603
دسیناح,54299437423394846
دشیمی,33603212156438463
دشیمیح,16630588761222078
دعبید,49054891736433700
دعبیدح,7585208964980608
دفارا,56550776668133562
دفاراح,38285971158073841
دفرا,18303237082155264
دفراح,54711449369613330
دکوثر,23353689102956991
دکوثرح,26314668128957507
دکیمی,20024911381434086
دکیمیح,43588544194911344
دلر,4384288570322406
دلرح,42538255636473499
دلقما,29247915161590165
دلقماح,66766792660974984
دیران,69090868458637360
دیرانح,25752723009842207
دیسشپ,64988580376499833
رانفور,40505767672724777
رانفورح,45097391187425276
رتاپ,41048299027409941
رتاپح,49613772749166261
رتکو,3823243780502959
رتکوح,1723099959084685
رکیش,27952969918967492
رکیشح,21500060221654011
رمپنا,67126881188552864
رمپناح,49532101082369992
زپارس,33420285433308219
زمگسا,5054819322815158
زمگساح,44723997362573824
سابیک,70883594945615893
ساذری,28987829009893424
ساذریح,35608558653140695
ساراب,4563413583000719
سارابح,68002468728896305
ساربیل,34890845654517313
ساربیلح,62781722479769997
ساروم,15949743338644220
سارومح,14983273215576895
ساوه,25360782993370900
سایرا,36531083140502478
سایراح,69885094622785625
سبجنو,66295665969375744
سبجنوح,51223970438582603
سبهان,32525655729432562
سبهانح,2122354233695079
سپ,71856634742001725
سپاها,35669480110084448
سپاهاح,49361140703966185
سپرمی,61436127547874135
ستران,30829203706095076
سترانح,37577414956190228
سخاش,4470657233334072
سخاشح,15467183288337240
سخزر,67327029014085707
سخزرح,63310105340116493
سخوز,41974758296041288
سخوزح,47827701898502941
سدشت,27000326841257664
سدشتح,16566273757667380
سدور,27218386411183410
سدورح,48424973017498692
سرود,11964419322927535
سرودح,11183410572675415
سشرق,26997316501080743
سشرقح,4351174618872221
سشمال,6757220448540984
سشمالح,23458117616920867
سصفها,10568944722570445
سصفهاح,41026060125059078
سصوفی,13227300125161435
سغدیر,69456730984618304
سغرب,52220424531578944
سفار,41227201752535311
سفارح,53932269673520256
سفارس,15521712617204216
سفارسح,20593887444073437
سفارود,62422436072345198
سفارودح,40750005236994995
سفاسیت,20603404633598318
سفاسیتح,10716103455591194
سفانو,4528607775462304
سقاین,60654872678917533
سقاینح,44969149970836673
سکارون,23742726069035026
سکارونح,24544113280557261
سکرد,65321970913593427
سکردح,67682387713029178
سکرما,15472396110662150
سکرماح,3037464497437282
سمازن,33808206014018431
سمازنح,36927349282989093
سنیر,14231831499205396
سهرمز,29747059672582491
سهرمزح,31159891095753824
سهگمت,41284516796232939
سهگمتح,7486145189544149
سیدکو,37281199178613855
سیدکوح,34060949638085542
سیستم,47749661205825616
سیلام,14617104402836487
سیلامح,48993230008229282
سیمرغ,28450080638096732
سینا,2512214120008228
شاراک,7711282667602555
شاراکح,63190039561056038
شاملا,16959429956899455
شاملاح,14153483684603257
شبریز,48753732042176709
شبریزح,7632696113249142
شبندر,35366681030756042
شبهرن,22667016906590506
شبهرنح,20300372560291314
شپارس,61102694810476197
شپارسح,9171279728707865
شپاکسا,11622051128546106
شپاکساح,68629328102697289
شپترو,11640540339380126
شپتروح,68134183978822839
شپدیس,20562694899904339
شپدیسح,45231878301843366
شپلی,31920617569703557
شپلیح,10549251453298737
شپمچا,38417665293111458
شپمچاح,36597927530072864
شپنا,7745894403636165
شپناح,70885929611298658
شتران,51617145873056483
شتهران,49831372632909204
شتهرانح,63950064557947536
شتولی,67422066034966650
شتولیح,32768389062627654
شجی,30007580613586002
شخارک,70934270174405743
شخارکح,67424359693542598
شدوص,40611478183231802
شدوصح,32775115857585121
شرنگی,55761337960556026
شرنگیح,31312374884749268
شزنگ,9049928781611298
شزنگح,27441338542049382
شسپا,49188729526980541
شسم,26785345607979150
شسمح,56145524393016216
شسینا,30974710508383145
شسیناح,1860384396424573
شصفها,14733297998516697
شصفهاح,37397450502348400
شفا,36899214178084525
شفارا,67965884006655065
شفاراح,6393093854932837
شفارس,43781018754867729
شفارسح,33124462307941707
شفن,65122215875355555
شفنح,55622199783443721
شکربن,27308217070238237
شکربنح,10157407031358922
شکف,180774784936665
شکفح,68215194515227175
شکلر,62177651435283872
شکلرح,33505686728824629
شگل,44153164692325703
شگلح,46167643644457680
شلعاب,39116664428676213
شلعابح,66183408418816482
شلوان,14900251521017020
شمواد,29915504190030439
شموادح,13279993223440273
شنفت,14073782708315535
شنفتح,23142133203996048
شوش,46778692022402356
شوشح,36875068201975202
شوینده,3493306453706327
شیراز,38568786927478796
شیرازح,19717343975708874
شیران,35796086458096255
شیرانح,8992202615765020
غاذر,35158826900216508
غاذرح,22096199430853991
غالبر,24303422207378456
غالبرح,55490250330757201
غبشهر,42387718866026650
غبشهرح,17080537778426884
غبهپاک,29650505265356603
غبهپاکح,10125150304958552
غبهنوش,17059960254855208
غبهنوشح,38770731314949641
غپاک,34032872653290886
غپاکح,6544645716121372
غپینو,18401147983387689
غپینوح,13308396407628501
غچین,44850033148208596
غچینح,13083555452743181
غدام,2254054929817435
غدامح,52139501202126140
غدشت,2434703913394836
غدشتح,59887874326934221
غساسا,51229318675210816
غساساح,40309575177709730
غسالم,28672095850798501
غسالمح,48926251886441092
غشاذر,59921975187856916
غشاذرح,2705253775088582
غشان,31791737198597563
غشانح,15581863918201593
غشصفا,61506294208022391
غشصفاح,20272770791380597
غشهد,20487994977117557
غشهدح,36771749618541632
غگرجی,31024260997481994
غگرجیح,53482856220074779
غگل,22299894048845903
غگلح,30551124291517887
غمارگ,52975109254504632
غمارگح,50773402681099358
غمهرا,6131290133202745
غمهراح,63552922113415543
غناب,29631596152440287
غنابح,27576096486410105
غنوش,48619517949257749
غنوشح,10134751929001651
غیوان,21940781391333638
غیوانح,69848800705652106
فاذر,38547060135156069
فاذرح,68708769838923502
فاراک,20865316761157979
فاراکح,67073295895957349
فارس,25244329144808274
فاسمین,66701874099226162
فاسمینح,65614373112361128
فالوم,70849059438036431
فالومح,55163494925650570
فاما,34673681828119297
فاماح,3727693296236633
فاهواز,71492985674836424
فاهوازح,40526606175393916
فایرا,65004959184388996
فایراح,36600889395640293
فباهنر,66772024744156373
فباهنرح,38101196401916411
فبستم,16663779781503749
فبستمح,62972959180501542
فبیرا,31892548539456357
فبیراح,26601876609464268
فپارس,8559354261956680
فپارسح,45801323230963889
فپنتا,68488673556087148
فپنتاح,24832054403183361
فجام,30765727085936322
فجامح,42201186298844859
فجر,41302553376174581
فجرح,5898511005624629
فجوش,22742134293057021
فجوشح,46661780956927518
فخاس,4733285133017464
فخاسح,5550649038347558
فخوز,28864540805361867
فخوزح,13628968289488697
فرآور,408934423224097
فرآورح,41317265011382362
فروس,54419429862704331
فروسح,10079795343879888
فروم,56585229755651616
فرومح,22314977867866119
فساز,62620182261149083
فسپا,8977441217024425
فسپاح,15731047379849033
فسدید,36608426654628266
فسدیدح,69259498999037661
فسرب,54277068923045214
فسربح,3505675353152597
فسلیر,58892839837671228
فسلیرح,71756156794073862
فلامی,25286509736208688
فلامیح,33658726815807637
فلوله,48623320733330408
فلولهح,58242024190036642
فمتال,44571627722410412
فمتالح,1518157759350339
فمراد,18004480270695404
فمرادح,2050740941534952
فملی,35425587644337450
فملیح,8731565448647588
فنرژی,56240779529754100
فنرژیح,50545475113911465
فنوال,57875847776839336
فنوالح,34404581741939737
فنورد,56324206651661881
فنوردح,8175268772799530
فوکا,20253580805051293
فوکاح,48473870645523269
فولاد,46348559193224090
فولادح,37018498887928862
فولاژ,40808043719554948
فولاژح,53249498382937694
قپارس,47477233032133723
قپارسح,41727358876253319
قپیرا,67030488744129337
قپیراح,42230292145842208
قثابت,44967158778304588
قثابتح,49384226669172647
قجام,60021765857012878
قجامح,37451083085805929
قزوین,15259343650667588
قزوینح,55042339780346549
قستان,24683827262592815
قستانح,71944697706421313
قستون,33634705189692362
قستونح,54071352171589816
قشرین,30535783752961355
قشرینح,28678187324376436
قشکر,35964395659427029
قشکرح,20381036241470518
قشهد,37631109616997982
قشهدح,42965645001665951
قشیر,18356933039391862
قشیرح,47752890804996793
قصفها,40411537531154482
قصفهاح,17197203950543191
قلرست,56820995669577571
قلرستح,47415456025309183
قمرو,43342306308122676
قمروح,57007700552650971
قنقش,34454945407422432
قنقشح,64635313423278212
قنیشا,63380098535169030
قنیشاح,55205982891279789
قهکمت,14398278072324784
قهکمتح,49762562284200125
کابگن,56040335629505100
کابگنح,47134988689244518
کاذر,49353447565507376
کاذرح,25896842749407120
کاصفا,55747512772958281
کاصفاح,57576691407491832
کالا,44549439964296944
کاما,4942127026063388
کاماح,58330599921175874
کاوه,60350996279289099
کاوهح,59525964192678026
کایتا,13196430375349226
کایتاح,24117226355581020
کایگچ,37369138117139150
کایگچح,51800153073527165
کبافق,43256212620530446
کبافقح,40029719755707991
کبورس,37366608481858080
کپارس,9698674686691945
کپارسح,58024357149774390
کپشیر,57639364758870873
کپشیرح,5920319552619760
کترام,24085906177899789
کترامح,36019565007303075
کچاد,18027801615184692
کچادح,43356599956782034
کچینی,55376450081365373
کچینیح,44034797904823034
کحافظ,32257753560585502
کحافظح,29075808594290931
کخاک,16405556680571453
کخاکح,56572417882819500
کدما,3623921205367364
کدماح,28711499450482077
کرازی,57086055330734195
کرازیح,41733197666474598
کرماشا,38437201078089290
کرماشاح,66733343177003497
کروی,22787503301679573
کرویح,29184718087541648
کساپا,28325731560106431
کساپاح,25879082553156895
کساوه,25001509088465005
کساوهح,13482565247432073
کسرا,4614779520007780
کسراح,20044076668988655
کسرام,20560887114747719
کسرامح,9866485009925582
کسعدی,29122854902865456
کسعدیح,1314853494617240
کطبس,8977369674477111
کطبسح,10168197471714005
کفپارس,19471788163911687
کفپارسح,65836038919989820
کفرا,23837844039713715
کفراح,20622681776256207
کقزوی,13279867471688540
کقزویح,140099686459313
کگاز,62346804681275278
کگازح,30561102210568623
کگل,35700344742885862
کگلح,62810990108260391
کلوند,32678431934327184
کلوندح,45727447257267582
کماسه,67690708346979840
کماسهح,65916883530316213
کمنگنز,50341528161302545
کمنگنزح,66630516232885208
کنور,20411759370751096
کنورح,43501047082635150
کنیلو,786234965064488
کنیلوح,42586304445866872
کهرام,11278802993290837
کهرامح,55500657710269413
کهمدا,67206358287598044
کهمداح,35955196754615835
کورز,58097053240000607
کورزح,56738062726001817
لابسا,63363116407864462
لابساح,43124071611770324
لازما,59915902185156694
لازماح,21405564783526739
لبهمن,23295417816476597
لبهمنح,25524501289667446
لبوتان,30650426998863332
لبوتانح,70528526190252660
لپارس,5187018329202415
لپارسح,3388451018224720
لپویا,17393119378053108
لپویاح,13312547588339850
لپیام,38297715702941775
لپیامح,10625146599769364
لجام,67093405131120717
لجامح,67621826314697621
لخانه,43685510232615301
لخانهح,6912445055737597
لخزر,65414507129586385
لخزرح,69377916525018465
لسرما,55897939403232751
لسرماح,244106582239634
لکما,21758758306221606
لکماح,46035314754119963
لمخابر,36774567041364173
لمخابرح,57462267975967417
لوتوس,59142194115401696
لوتوسح,43455612336353491
ما,29860265627578401
ماح,13461179188856487
مبین,27922860956133067
مداران,65999092673039059
مدارانح,12639781184165880
مرقام,23838634016123354
مرقامح,66546619320950880
ملت,13611044044646901
ملتح,5811747532754081
نبروج,60061422939859083
نبروجح,55943815270366220
نبورس,60095061789823130
نتوس,71499289762741257
نتوسح,29112217893232632
نکالا,10919655792568926
نمرینو,30231789123900526
نمرینوح,2855515398698068
های وب,43362635835198978
همراه,68635710163497089
همراهح,25328018826422512
وآذر,1358190916156744
وآذرح,48981174642799639
وآردل,29244787813932382
وآردلح,38203540900047502
واتی,33541897671561960
واتیح,61399677811943715
واعتبار,47841327496247362
واعتبارح,7619581461589857
والبر,57944184894703821
وامید,52232388263291380
وامیدح,36293785932444419
وانصار,49776615757150035
وانصارح,56271726572478068
وایران,3149396562827132
وبانک,48010225447410247
وبانکح,8279693426955446
وبشهر,13937270451301973
وبشهرح,62275280734625819
وبصادر,28320293733348826
وبملت,778253364357513
وبملتح,25043059770705816
وبهمن,18063426072758458
وبهمنح,58198007384583512
وبوعلی,28328710198554144
وبوعلیح,23185568638908069
وبیمه,11773403764702778
وبیمهح,59735609117437896
وپارس,33293588228706998
وپارسح,19853987870179776
وپاسار,9536587154100457
وپاسارح,53374821490063799
وپترو,59486059679335017
وپتروح,31435545119454895
وپخش,7183333492448248
وپخشح,67979306676078989
وپست,22087269603540841
وتجارت,63917421733088077
وتجارتح,57027493672958737
وتوس,68117765376081366
وتوسح,46270513972980340
وتوسم,17528249960294496
وتوسمح,2362491091971813
وتوشه,54676885047867737
وتوشهح,63689155520282158
وتوصا,2944500421562364
وتوصاح,20278348345530119
وتوکا,47232550823972469
وتوکاح,25387056990464790
وخارزم,7395271748414592
وخارزمح,27729386420118206
وخاور,47333458678352378
وخاورح,25661711955019337
ورنا,7385624172574740
ورناح,55274159604040834
وساپا,37614886280396031
وساپاح,26643740599997035
وساخت,25514780181345713
وساختح,3679885359158219
وسپه,2328862017676109
وسپهح,54287510798838485
وسدید,61276682443262105
وسدیدح,17153727206566342
وسکاب,11258722998911897
وسکابح,5818838554339991
وسینا,45050389997905274
وسیناح,10814280156273322
وصنا,46982154647719707
وصناح,15406006540387078
وصندوق,37204371816016200
وصندوقح,39419948282087552
وصنعت,57309221039930244
وصنعتح,43740308126125261
وغدیر,26014913469567886
وغدیرح,30756584974640550
وکار,47996917271187218
وکارح,56772105873719945
ولپارس,48241092863917835
ولساپا,45174198424472334
ولساپاح,59957747873181306
ولصنم,71744682148776880
ولصنمح,19216138630342675
ولغدر,23086515493897579
ولغدرح,59430351461797798
ولملت,11403770140000603
ولیز,20946530370469828
ولیزح,34731841379388186
ومعادن,58931793851445922
ومعادنح,66240430785255272
ومعین,57498323844693360
وملت,6626302649460766
وملتح,62074720294882247
وملی,41796741644273824
وملیح,3852548583453231
ونفت,33931218652865616
ونفتح,3893110467363738
ونوین,47302318535715632
ونوینح,70657803623349012
ونیرو,62603302940123327
ونیروح,59061939785593482
ونیکی,25336820825905643
